Time,Clock,Status,Lat,Lon,Altitude(ft),GPS Speed(m/s),Ground Heading,Range,System Heading,Ave Wind Heading,Ave Wind Mag(m/s),Descent Rate(ft/s),L Motor(inches),R Motor(inches),RSSI
jTrax version: 3.8.3c
Ground Station Log
AGU TIME: 201506023 20:41:49
2484.99,20150603 21:23:14:0679, c2, 0.72283510, -1.42877083, 707.7, 0.11, 55.00, 2196538, 0.00, 55.00, 4.00, 0.11, 11.0, 11.0, 71
2485.97,20150603 21:23:15:0671, c2, 0.72283510, -1.42877083, 709.6, 0.11, 55.00, 2196538, 0.00, 55.00, 4.00, 0.91, 11.0, 11.0, 75
2486.98,20150603 21:23:16:0679, c2, 0.72283510, -1.42877083, 710.2, 0.04, 55.00, 2196538, 0.00, 55.00, 4.00, 0.78, 11.0, 11.0, 71
2488.00,20150603 21:23:17:0686, c2, 0.72283510, -1.42877083, 710.7, 0.17, 55.00, 2196538, 0.00, 55.00, 4.00, 0.31, 11.0, 11.0, 76
2488.98,20150603 21:23:18:0678, c2, 0.72283510, -1.42877083, 710.2, 0.20, 55.00, 2196538, 0.00, 55.00, 4.00, -0.51, 11.0, 11.0, 72
2489.99,20150603 21:23:19:0686, c2, 0.72283510, -1.42877083, 709.6, 0.25, 55.00, 2196538, 0.00, 55.00, 4.00, -0.64, 11.0, 11.0, 72
2490.99,20150603 21:23:20:0694, c2, 0.72283510, -1.42877083, 710.8, 0.37, 55.00, 2196538, 0.00, 55.00, 4.00, 0.34, 11.0, 11.0, 74
2491.99,20150603 21:23:21:0685, c2, 0.72283510, -1.42877083, 711.4, 0.17, 55.00, 2196538, 0.00, 55.00, 4.00, 0.78, 11.0, 11.0, 71
2493.01,20150603 21:23:22:0693, c2, 0.72283510, -1.42877083, 708.2, 0.51, 55.00, 2196538, 0.00, 55.00, 4.00, -0.97, 11.0, 11.0, 72
2494.00,20150603 21:23:23:0701, c2, 0.72283510, -1.42877083, 708.6, 0.20, 55.00, 2196538, 0.00, 55.00, 4.00, -0.83, 11.0, 11.0, 72
2495.00,20150603 21:23:24:0693, c2, 0.72283510, -1.42877083, 706.5, 0.17, 55.00, 2196538, 0.00, 55.00, 4.00, -1.52, 11.0, 11.0, 71
2496.00,20150603 21:23:25:0700, c2, 0.72283510, -1.42877083, 708.4, 0.21, 55.00, 2196538, 0.00, 55.00, 4.00, -0.14, 11.0, 11.0, 69
2497.01,20150603 21:23:26:0708, c2, 0.72283510, -1.42877083, 708.3, 0.15, 55.00, 2196538, 0.00, 55.00, 4.00, -0.15, 11.0, 11.0, 77
2498.01,20150603 21:23:27:0700, c2, 0.72283510, -1.42877106, 711.4, 0.14, 55.00, 2196538, 0.00, 55.00, 4.00, 1.56, 11.0, 11.0, 73
2499.01,20150603 21:23:28:0707, c2, 0.72283510, -1.42877106, 705.9, 0.32, 55.00, 2196538, 0.00, 55.00, 4.00, -1.70, 11.0, 11.0, 73
2500.03,20150603 21:23:29:0715, c2, 0.72283510, -1.42877106, 709.0, 0.12, 55.00, 2196538, 0.00, 55.00, 4.00, -0.52, 11.0, 11.0, 71
2501.01,20150603 21:23:30:0707, c2, 0.72283510, -1.42877106, 711.5, 0.10, 55.00, 2196538, 0.00, 55.00, 4.00, 0.97, 11.0, 11.0, 72
2502.02,20150603 21:23:31:0715, c2, 0.72283510, -1.42877106, 711.6, 0.22, 55.00, 2196538, 0.00, 55.00, 4.00, 0.78, 11.0, 11.0, 72
2503.02,20150603 21:23:32:0723, c2, 0.72283510, -1.42877083, 714.5, 0.05, 55.00, 2196538, 0.00, 55.00, 4.00, 1.06, 11.0, 11.0, 71
2504.02,20150603 21:23:33:0715, c2, 0.72283510, -1.42877083, 721.8, 0.20, 55.00, 2196538, 0.00, 55.00, 4.00, 3.64, 11.0, 11.0, 71
2505.03,20150603 21:23:34:0722, c2, 0.72283510, -1.42877083, 720.2, 0.17, 55.00, 2196538, 0.00, 55.00, 4.00, 1.83, 11.0, 11.0, 68
2506.03,20150603 21:23:35:0730, c2, 0.72283510, -1.42877083, 719.6, 0.06, 55.00, 2196538, 0.00, 55.00, 4.00, 0.05, 11.0, 11.0, 70
2507.03,20150603 21:23:36:0722, c2, 0.72283510, -1.42877083, 719.9, 0.26, 55.00, 2196538, 0.00, 55.00, 4.00, 0.13, 11.0, 11.0, 72
2508.03,20150603 21:23:37:0730, c2, 0.72283510, -1.42877083, 715.2, 0.32, 55.00, 2196539, 0.00, 55.00, 4.00, -2.33, 11.0, 11.0, 71
2509.04,20150603 21:23:38:0737, c2, 0.72283510, -1.42877083, 713.9, 0.16, 55.00, 2196538, 0.00, 55.00, 4.00, -1.92, 11.0, 11.0, 73
2510.04,20150603 21:23:39:0729, c2, 0.72283510, -1.42877083, 715.6, 0.19, 55.00, 2196539, 0.00, 55.00, 4.00, -0.33, 11.0, 11.0, 72
2511.07,20150603 21:23:40:0769, c2, 0.72283510, -1.42877083, 717.9, 0.31, 55.00, 2196539, 0.00, 55.00, 4.00, 1.78, 11.0, 11.0, 72
2512.08,20150603 21:23:41:0777, c2, 0.72283510, -1.42877083, 717.8, 0.05, 55.00, 2196539, 0.00, 55.00, 4.00, 1.26, 11.0, 11.0, 76
2514.08,20150603 21:23:43:0777, c2, 0.72283538, -1.42877106, 724.7, 0.20, 55.00, 2196538, 0.00, 55.00, 4.00, 2.61, 11.0, 11.0, 67
2515.09,20150603 21:23:44:0784, c2, 0.72283538, -1.42877106, 728.0, 0.10, 55.00, 2196538, 0.00, 55.00, 4.00, 2.46, 11.0, 11.0, 75
2516.09,20150603 21:23:45:0794, c2, 0.72283510, -1.42877106, 736.3, 0.25, 55.00, 2196538, 0.00, 55.00, 4.00, 5.84, 11.0, 11.0, 69
2517.12,20150603 21:23:46:0816, c2, 0.72283538, -1.42877106, 736.9, 0.22, 55.00, 2196538, 0.00, 55.00, 4.00, 3.52, 11.0, 11.0, 67
2518.11,20150603 21:23:47:0808, c2, 0.72283510, -1.42877106, 742.5, 0.31, 55.00, 2196538, 0.00, 55.00, 4.00, 4.00, 11.0, 11.0, 67
2519.12,20150603 21:23:48:0815, c2, 0.72283538, -1.42877106, 740.2, 0.24, 55.00, 2196538, 0.00, 55.00, 4.00, 1.31, 11.0, 11.0, 67
2520.13,20150603 21:23:49:0823, c2, 0.72283538, -1.42877106, 738.2, 0.26, 55.00, 2196538, 0.00, 55.00, 4.00, -0.09, 11.0, 11.0, 69
2521.12,20150603 21:23:50:0815, c2, 0.72283538, -1.42877106, 741.8, 0.19, 55.00, 2196538, 0.00, 55.00, 4.00, 0.96, 11.0, 11.0, 71
2522.13,20150603 21:23:51:0823, c2, 0.72283538, -1.42877106, 740.2, 0.17, 55.00, 2196538, 0.00, 55.00, 4.00, -0.44, 11.0, 11.0, 70
2523.13,20150603 21:23:52:0830, c2, 0.72283538, -1.42877106, 740.5, 0.16, 55.00, 2196538, 0.00, 55.00, 4.00, -0.51, 11.0, 11.0, 67
2524.13,20150603 21:23:53:0822, c2, 0.72283538, -1.42877106, 753.0, 0.51, 55.00, 2196538, 0.00, 55.00, 4.00, 6.59, 11.0, 11.0, 70
2525.14,20150603 21:23:54:0830, c2, 0.72283538, -1.42877106, 753.6, 0.21, 55.00, 2196538, 0.00, 55.00, 4.00, 4.30, 11.0, 11.0, 71
2526.14,20150603 21:23:55:0838, c2, 0.72283538, -1.42877106, 753.3, 0.26, 55.00, 2196538, 0.00, 55.00, 4.00, 2.06, 11.0, 11.0, 70
2527.14,20150603 21:23:56:0829, c2, 0.72283538, -1.42877106, 757.6, 0.33, 55.00, 2196538, 0.00, 55.00, 4.00, 2.88, 11.0, 11.0, 70
2528.14,20150603 21:23:57:0837, c2, 0.72283538, -1.42877106, 760.9, 0.72, 55.00, 2196538, 0.00, 55.00, 4.00, 2.92, 11.0, 11.0, 70
2529.15,20150603 21:23:58:0845, c2, 0.72283538, -1.42877106, 760.2, 0.24, 55.00, 2196538, 0.00, 55.00, 4.00, 1.63, 11.0, 11.0, 71
2530.15,20150603 21:23:59:0837, c2, 0.72283538, -1.42877106, 761.2, 0.34, 55.00, 2196538, 0.00, 55.00, 4.00, 1.12, 11.0, 11.0, 67
2531.15,20150603 21:24:00:0843, c2, 0.72283572, -1.42877106, 759.8, 0.49, 55.00, 2196538, 0.00, 55.00, 4.00, 0.15, 11.0, 11.0, 71
2532.16,20150603 21:24:01:0852, c2, 0.72283572, -1.42877106, 759.8, 0.05, 55.00, 2196538, 0.00, 55.00, 4.00, 0.11, 11.0, 11.0, 71
2533.14,20150603 21:24:02:0844, c2, 0.72283572, -1.42877106, 765.1, 0.39, 55.00, 2196538, 0.00, 55.00, 4.00, 2.23, 11.0, 11.0, 72
2534.16,20150603 21:24:03:0852, c2, 0.72283572, -1.42877106, 768.1, 0.14, 55.00, 2196538, 0.00, 55.00, 4.00, 2.49, 11.0, 11.0, 65
2535.17,20150603 21:24:04:0860, c2, 0.72283572, -1.42877106, 769.4, 0.44, 55.00, 2196538, 0.00, 55.00, 4.00, 2.12, 11.0, 11.0, 69
2536.16,20150603 21:24:05:0851, c2, 0.72283538, -1.42877106, 775.6, 0.81, 55.00, 2196538, 0.00, 55.00, 4.00, 4.86, 11.0, 11.0, 72
2537.17,20150603 21:24:06:0859, c2, 0.72283538, -1.42877106, 775.6, 0.95, 55.00, 2196538, 0.00, 55.00, 4.00, 2.33, 11.0, 11.0, 69
2538.17,20150603 21:24:07:0867, c2, 0.72283572, -1.42877106, 775.3, 0.43, 55.00, 2196538, 0.00, 55.00, 4.00, 0.57, 11.0, 11.0, 72
2539.17,20150603 21:24:08:0859, c2, 0.72283572, -1.42877106, 770.6, 0.88, 55.00, 2196538, 0.00, 55.00, 4.00, -2.00, 11.0, 11.0, 70
2540.16,20150603 21:24:09:0866, c2, 0.72283572, -1.42877106, 773.6, 0.17, 55.00, 2196538, 0.00, 55.00, 4.00, 0.16, 11.0, 11.0, 69
2541.18,20150603 21:24:10:0874, c2, 0.72283572, -1.42877106, 768.7, 0.61, 55.00, 2196538, 0.00, 55.00, 4.00, -2.31, 11.0, 11.0, 73
2542.18,20150603 21:24:11:0866, c2, 0.72283572, -1.42877106, 773.6, 0.33, 55.00, 2196538, 0.00, 55.00, 4.00, 0.65, 11.0, 11.0, 68
2543.18,20150603 21:24:12:0874, c2, 0.72283572, -1.42877106, 767.0, 0.39, 55.00, 2196538, 0.00, 55.00, 4.00, -2.79, 11.0, 11.0, 71
2544.19,20150603 21:24:13:0881, c2, 0.72283572, -1.42877106, 767.7, 0.18, 55.00, 2196538, 0.00, 55.00, 4.00, -0.77, 11.0, 11.0, 69
2545.17,20150603 21:24:14:0874, c2, 0.72283572, -1.42877106, 766.4, 0.21, 55.00, 2196538, 0.00, 55.00, 4.00, -1.28, 11.0, 11.0, 68
2546.19,20150603 21:24:15:0881, c2, 0.72283572, -1.42877106, 766.1, 0.29, 55.00, 2196539, 0.00, 55.00, 4.00, -0.89, 11.0, 11.0, 68
2547.20,20150603 21:24:16:0889, c2, 0.72283572, -1.42877106, 767.1, 0.07, 55.00, 2196539, 0.00, 55.00, 4.00, 0.64, 11.0, 11.0, 72
2548.18,20150603 21:24:17:0881, c2, 0.72283572, -1.42877106, 766.4, 0.19, 55.00, 2196539, 0.00, 55.00, 4.00, -0.31, 11.0, 11.0, 71
2549.20,20150603 21:24:18:0889, c2, 0.72283572, -1.42877106, 768.1, 0.15, 55.00, 2196538, 0.00, 55.00, 4.00, 1.24, 11.0, 11.0, 70
2550.20,20150603 21:24:19:0896, c2, 0.72283572, -1.42877106, 767.7, 0.19, 55.00, 2196538, 0.00, 55.00, 4.00, 0.50, 11.0, 11.0, 68
2551.19,20150603 21:24:20:0888, c2, 0.72283572, -1.42877106, 768.4, 0.22, 55.00, 2196539, 0.00, 55.00, 4.00, 1.18, 11.0, 11.0, 70
2552.21,20150603 21:24:21:0896, c2, 0.72283572, -1.42877106, 771.3, 0.19, 55.00, 2196538, 0.00, 55.00, 4.00, 1.68, 11.0, 11.0, 70
2553.21,20150603 21:24:22:0904, c2, 0.72283572, -1.42877106, 772.3, 0.10, 55.00, 2196538, 0.00, 55.00, 4.00, 0.87, 11.0, 11.0, 69
2554.20,20150603 21:24:23:0895, c2, 0.72283572, -1.42877106, 774.0, 0.16, 55.00, 2196538, 0.00, 55.00, 4.00, 1.35, 11.0, 11.0, 69
2555.20,20150603 21:24:24:0903, c2, 0.72283600, -1.42877106, 776.6, 0.42, 55.00, 2196538, 0.00, 55.00, 4.00, 2.20, 11.0, 11.0, 67
2556.22,20150603 21:24:25:0911, c2, 0.72283572, -1.42877106, 781.5, 0.20, 55.00, 2196538, 0.00, 55.00, 4.00, 3.84, 11.0, 11.0, 69
2557.22,20150603 21:24:26:0903, c2, 0.72283572, -1.42877106, 786.1, 0.46, 55.00, 2196538, 0.00, 55.00, 4.00, 4.87, 11.0, 11.0, 72
2558.21,20150603 21:24:27:0911, c2, 0.72283572, -1.42877106, 786.7, 0.25, 55.00, 2196538, 0.00, 55.00, 4.00, 2.60, 11.0, 11.0, 70
2559.23,20150603 21:24:28:0918, c2, 0.72283572, -1.42877106, 789.3, 0.16, 55.00, 2196538, 0.00, 55.00, 4.00, 2.00, 11.0, 11.0, 73
2560.23,20150603 21:24:29:0926, c2, 0.72283600, -1.42877106, 784.6, 0.66, 55.00, 2196539, 0.00, 55.00, 4.00, -0.81, 11.0, 11.0, 74
2561.22,20150603 21:24:30:0918, c2, 0.72283572, -1.42877106, 791.7, 0.18, 55.00, 2196538, 0.00, 55.00, 4.00, 2.30, 11.0, 11.0, 75
2562.24,20150603 21:24:31:0926, c2, 0.72283600, -1.42877139, 795.3, 0.61, 55.00, 2196538, 0.00, 55.00, 4.00, 3.85, 11.0, 11.0, 75
2563.24,20150603 21:24:32:0933, c2, 0.72283600, -1.42877139, 798.6, 0.41, 55.00, 2196538, 0.00, 55.00, 4.00, 2.52, 11.0, 11.0, 76
2564.24,20150603 21:24:33:0925, c2, 0.72283600, -1.42877139, 805.5, 1.18, 0.00, 2196538, 0.00, 55.00, 4.00, 5.18, 11.0, 11.0, 70
2565.23,20150603 21:24:34:0933, c2, 0.72283572, -1.42877139, 807.8, 0.15, 55.00, 2196538, 0.00, 55.00, 4.00, 4.20, 11.0, 11.0, 75
2566.25,20150603 21:24:35:0941, c2, 0.72283572, -1.42877139, 810.3, 0.53, 55.00, 2196537, 0.00, 55.00, 4.00, 2.71, 11.0, 11.0, 70
2567.23,20150603 21:24:36:0932, c2, 0.72283572, -1.42877139, 806.8, 0.10, 55.00, 2196537, 0.00, 55.00, 4.00, -0.55, 11.0, 11.0, 67
2568.28,20150603 21:24:37:0972, c2, 0.72283572, -1.42877139, 809.3, 0.05, 55.00, 2196538, 0.00, 55.00, 4.00, 0.87, 11.0, 11.0, 67
2569.27,20150603 21:24:38:0964, c2, 0.72283572, -1.42877139, 806.7, 0.19, 55.00, 2196537, 0.00, 55.00, 4.00, -0.50, 11.0, 11.0, 67
2570.27,20150603 21:24:39:0972, c2, 0.72283572, -1.42877139, 808.4, 0.45, 55.00, 2196537, 0.00, 55.00, 4.00, 0.74, 11.0, 11.0, 69
2571.29,20150603 21:24:40:0979, c2, 0.72283572, -1.42877139, 809.8, 0.16, 55.00, 2196537, 0.00, 55.00, 4.00, 1.53, 11.0, 11.0, 69
2572.27,20150603 21:24:41:0972, c2, 0.72283572, -1.42877139, 812.3, 0.74, 55.00, 2196537, 0.00, 55.00, 4.00, 1.07, 11.0, 11.0, 70
2573.31,20150603 21:24:43:0011, c2, 0.72283572, -1.42877139, 810.7, 0.45, 55.00, 2196537, 0.00, 55.00, 4.00, -0.14, 11.0, 11.0, 68
2574.33,20150603 21:24:44:0019, c2, 0.72283572, -1.42877139, 809.5, 0.37, 55.00, 2196537, 0.00, 55.00, 4.00, -0.92, 11.0, 11.0, 68
2575.31,20150603 21:24:45:0011, c2, 0.72283572, -1.42877139, 815.1, 0.17, 55.00, 2196537, 0.00, 55.00, 4.00, 1.41, 11.0, 11.0, 70
2576.32,20150603 21:24:46:0019, c2, 0.72283572, -1.42877139, 818.2, 0.41, 55.00, 2196537, 0.00, 55.00, 4.00, 3.62, 11.0, 11.0, 69
2577.32,20150603 21:24:47:0026, c2, 0.72283572, -1.42877139, 822.2, 0.17, 55.00, 2196537, 0.00, 55.00, 4.00, 3.28, 11.0, 11.0, 68
2578.32,20150603 21:24:48:0018, c2, 0.72283572, -1.42877139, 825.8, 0.18, 55.00, 2196537, 0.00, 55.00, 4.00, 3.80, 11.0, 11.0, 69
2579.34,20150603 21:24:49:0026, c2, 0.72283600, -1.42877139, 829.0, 0.46, 55.00, 2196537, 0.00, 55.00, 4.00, 2.81, 11.0, 11.0, 69
2580.33,20150603 21:24:50:0034, c2, 0.72283600, -1.42877139, 829.7, 0.06, 55.00, 2196537, 0.00, 55.00, 4.00, 1.50, 11.0, 11.0, 70
2581.33,20150603 21:24:51:0025, c2, 0.72283600, -1.42877139, 833.3, 0.48, 55.00, 2196538, 0.00, 55.00, 4.00, 2.68, 11.0, 11.0, 70
2582.33,20150603 21:24:52:0033, c2, 0.72283627, -1.42877139, 837.2, 0.49, 55.00, 2196538, 0.00, 55.00, 4.00, 3.41, 11.0, 11.0, 70
2583.34,20150603 21:24:53:0041, c2, 0.72283627, -1.42877162, 836.0, 0.71, 55.00, 2196537, 0.00, 55.00, 4.00, 1.53, 11.0, 11.0, 71
2584.34,20150603 21:24:54:0033, c2, 0.72283600, -1.42877162, 835.4, 0.43, 55.00, 2196537, 0.00, 55.00, 4.00, -0.26, 11.0, 11.0, 67
2585.34,20150603 21:24:55:0040, c2, 0.72283600, -1.42877139, 833.4, 0.81, 55.00, 2196538, 0.00, 55.00, 4.00, -1.66, 11.0, 11.0, 69
2586.36,20150603 21:24:56:0048, c2, 0.72283627, -1.42877139, 834.0, 0.22, 55.00, 2196538, 0.00, 55.00, 4.00, -0.40, 11.0, 11.0, 76
2587.34,20150603 21:24:57:0040, c2, 0.72283627, -1.42877139, 833.7, 0.44, 55.00, 2196538, 0.00, 55.00, 4.00, -0.21, 11.0, 11.0, 70
2588.35,20150603 21:24:58:0048, c2, 0.72283627, -1.42877139, 829.5, 0.43, 55.00, 2196538, 0.00, 55.00, 4.00, -2.25, 11.0, 11.0, 71
2589.37,20150603 21:24:59:0056, c2, 0.72283627, -1.42877139, 826.1, 0.21, 55.00, 2196538, 0.00, 55.00, 4.00, -2.93, 11.0, 11.0, 71
2590.35,20150603 21:25:00:0047, c2, 0.72283627, -1.42877139, 825.8, 0.18, 55.00, 2196538, 0.00, 55.00, 4.00, -1.13, 11.0, 11.0, 72
2591.36,20150603 21:25:01:0055, c2, 0.72283627, -1.42877139, 822.6, 0.26, 55.00, 2196538, 0.00, 55.00, 4.00, -2.16, 11.0, 11.0, 81
2592.36,20150603 21:25:02:0063, c2, 0.72283627, -1.42877139, 822.2, 0.20, 55.00, 2196538, 0.00, 55.00, 4.00, -1.68, 11.0, 11.0, 71
2593.36,20150603 21:25:03:0055, c2, 0.72283627, -1.42877139, 819.9, 0.10, 55.00, 2196538, 0.00, 55.00, 4.00, -2.07, 11.0, 11.0, 77
2594.38,20150603 21:25:04:0062, c2, 0.72283627, -1.42877139, 816.0, 0.50, 55.00, 2196538, 0.00, 55.00, 4.00, -2.85, 11.0, 11.0, 73
2595.37,20150603 21:25:05:0070, c2, 0.72283627, -1.42877139, 814.9, 0.11, 55.00, 2196539, 0.00, 55.00, 4.00, -2.30, 11.0, 11.0, 72
2596.37,20150603 21:25:06:0062, c2, 0.72283627, -1.42877139, 807.9, 0.43, 55.00, 2196539, 0.00, 55.00, 4.00, -3.97, 11.0, 11.0, 72
2597.37,20150603 21:25:07:0070, c2, 0.72283627, -1.42877139, 807.1, 0.27, 55.00, 2196539, 0.00, 55.00, 4.00, -2.60, 11.0, 11.0, 89
2598.38,20150603 21:25:08:0077, c2, 0.72283627, -1.42877139, 806.8, 0.30, 55.00, 2196538, 0.00, 55.00, 4.00, -1.54, 11.0, 11.0, 81
2599.38,20150603 21:25:09:0069, c2, 0.72283655, -1.42877139, 804.5, 0.25, 55.00, 2196538, 0.00, 55.00, 4.00, -2.40, 11.0, 11.0, 71
2600.38,20150603 21:25:10:0077, c2, 0.72283655, -1.42877139, 801.6, 0.47, 55.00, 2196538, 0.00, 55.00, 4.00, -2.37, 11.0, 11.0, 72
2601.40,20150603 21:25:11:0085, c2, 0.72283655, -1.42877139, 799.6, 0.18, 55.00, 2196539, 0.00, 55.00, 4.00, -1.95, 11.0, 11.0, 70
2602.38,20150603 21:25:12:0076, c2, 0.72283655, -1.42877139, 795.4, 0.38, 55.00, 2196539, 0.00, 55.00, 4.00, -3.02, 11.0, 11.0, 75
2603.39,20150603 21:25:13:0084, c2, 0.72283683, -1.42877162, 795.6, 0.03, 55.00, 2196538, 0.00, 55.00, 4.00, -1.96, 11.0, 11.0, 70
2604.39,20150603 21:25:14:0092, c2, 0.72283683, -1.42877162, 793.0, 0.22, 55.00, 2196539, 0.00, 55.00, 4.00, -2.05, 11.0, 11.0, 69
2605.39,20150603 21:25:15:0084, c2, 0.72283683, -1.42877162, 790.1, 0.31, 55.00, 2196539, 0.00, 55.00, 4.00, -1.98, 11.0, 11.0, 65
2606.40,20150603 21:25:16:0092, c2, 0.72283683, -1.42877162, 794.2, 0.03, 55.00, 2196539, 0.00, 55.00, 4.00, 0.81, 11.0, 11.0, 72
2607.40,20150603 21:25:17:0099, c2, 0.72283683, -1.42877162, 790.8, 0.52, 55.00, 2196539, 0.00, 55.00, 4.00, -0.23, 11.0, 11.0, 73
2608.40,20150603 21:25:18:0091, c2, 0.72283683, -1.42877139, 788.6, 0.20, 55.00, 2196540, 0.00, 55.00, 4.00, -1.57, 11.0, 11.0, 72
2609.40,20150603 21:25:19:0099, c2, 0.72283683, -1.42877139, 783.6, 0.27, 55.00, 2196540, 0.00, 55.00, 4.00, -4.35, 11.0, 11.0, 76
2610.41,20150603 21:25:20:0107, c2, 0.72283717, -1.42877139, 782.8, 0.35, 55.00, 2196540, 0.00, 55.00, 4.00, -2.48, 11.0, 11.0, 77
2611.41,20150603 21:25:21:0098, c2, 0.72283717, -1.42877139, 781.9, 0.16, 55.00, 2196540, 0.00, 55.00, 4.00, -1.62, 11.0, 11.0, 76
2612.41,20150603 21:25:22:0106, c2, 0.72283717, -1.42877139, 780.2, 0.49, 55.00, 2196540, 0.00, 55.00, 4.00, -1.70, 11.0, 11.0, 82
2613.42,20150603 21:25:23:0114, c2, 0.72283717, -1.42877162, 782.1, 0.25, 55.00, 2196539, 0.00, 55.00, 4.00, 0.43, 11.0, 11.0, 78
2614.41,20150603 21:25:24:0106, c2, 0.72283717, -1.42877162, 779.3, 0.10, 55.00, 2196540, 0.00, 55.00, 4.00, -0.90, 11.0, 11.0, 69
2615.42,20150603 21:25:25:0113, c2, 0.72283717, -1.42877162, 781.1, 0.40, 55.00, 2196540, 0.00, 55.00, 4.00, -0.26, 11.0, 11.0, 81
2616.43,20150603 21:25:26:0122, c2, 0.72283745, -1.42877162, 785.0, 0.15, 55.00, 2196540, 0.00, 55.00, 4.00, 2.30, 11.0, 11.0, 72
2617.42,20150603 21:25:27:0113, c2, 0.72283745, -1.42877162, 789.5, 0.14, 55.00, 2196539, 0.00, 55.00, 4.00, 3.75, 11.0, 11.0, 71
2618.43,20150603 21:25:28:0121, c2, 0.72283745, -1.42877162, 789.0, 0.34, 55.00, 2196539, 0.00, 55.00, 4.00, 1.71, 11.0, 11.0, 69
2619.43,20150603 21:25:29:0129, c2, 0.72283745, -1.42877162, 791.2, 1.00, 91.00, 2196539, 0.00, 55.00, 4.00, 1.96, 11.0, 11.0, 69
2620.43,20150603 21:25:30:0121, c2, 0.72283745, -1.42877162, 792.9, 0.86, 55.00, 2196539, 0.00, 55.00, 4.00, 2.18, 11.0, 11.0, 72
2621.44,20150603 21:25:31:0128, c2, 0.72283773, -1.42877162, 793.7, 0.27, 55.00, 2196539, 0.00, 55.00, 4.00, 1.66, 11.0, 11.0, 72
2622.44,20150603 21:25:32:0136, c2, 0.72283773, -1.42877195, 798.8, 0.48, 55.00, 2196539, 0.00, 55.00, 4.00, 2.39, 11.0, 11.0, 72
2623.44,20150603 21:25:33:0128, c2, 0.72283801, -1.42877195, 809.2, 0.15, 55.00, 2196539, 0.00, 55.00, 4.00, 6.61, 11.0, 11.0, 69
2624.44,20150603 21:25:34:0136, c2, 0.72283801, -1.42877195, 815.5, 0.50, 55.00, 2196539, 0.00, 55.00, 4.00, 6.43, 11.0, 11.0, 71
2625.48,20150603 21:25:35:0175, c2, 0.72283801, -1.42877195, 820.3, 0.29, 55.00, 2196539, 0.00, 55.00, 4.00, 6.48, 11.0, 11.0, 71
2626.49,20150603 21:25:36:0183, c2, 0.72283829, -1.42877195, 828.8, 0.66, 55.00, 2196539, 0.00, 55.00, 4.00, 6.57, 11.0, 11.0, 70
2627.48,20150603 21:25:37:0175, c2, 0.72283829, -1.42877195, 834.5, 0.34, 55.00, 2196540, 0.00, 55.00, 4.00, 8.45, 11.0, 11.0, 71
2628.49,20150603 21:25:38:0183, c2, 0.72283829, -1.42877195, 831.9, 0.45, 55.00, 2196540, 0.00, 55.00, 4.00, 1.35, 11.0, 11.0, 71
2629.51,20150603 21:25:39:0206, c2, 0.72283862, -1.42877229, 838.2, 0.45, 55.00, 2196539, 0.00, 55.00, 4.00, 3.61, 11.0, 11.0, 69
2630.52,20150603 21:25:40:0214, c2, 0.72283862, -1.42877229, 847.7, 0.34, 55.00, 2196539, 0.00, 55.00, 4.00, 7.14, 11.0, 11.0, 69
2631.53,20150603 21:25:41:0222, c2, 0.72283862, -1.42877229, 850.5, 0.34, 55.00, 2196539, 0.00, 55.00, 4.00, 4.91, 11.0, 11.0, 70
2632.52,20150603 21:25:42:0214, c2, 0.72283890, -1.42877229, 855.2, 0.33, 55.00, 2196539, 0.00, 55.00, 4.00, 3.57, 11.0, 11.0, 71
2633.53,20150603 21:25:43:0222, c2, 0.72283890, -1.42877229, 854.5, 0.53, 55.00, 2196539, 0.00, 55.00, 4.00, 2.45, 11.0, 11.0, 70
2634.53,20150603 21:25:44:0229, c2, 0.72283890, -1.42877229, 855.7, 0.32, 55.00, 2196539, 0.00, 55.00, 4.00, 0.19, 11.0, 11.0, 67
2635.53,20150603 21:25:45:0221, c2, 0.72283890, -1.42877229, 858.4, 0.19, 55.00, 2196539, 0.00, 55.00, 4.00, 1.82, 11.0, 11.0, 70
2636.54,20150603 21:25:46:0229, c2, 0.72283890, -1.42877229, 852.1, 0.18, 55.00, 2196539, 0.00, 55.00, 4.00, -2.04, 11.0, 11.0, 85
2637.54,20150603 21:25:47:0237, c2, 0.72283918, -1.42877229, 854.7, 0.18, 55.00, 2196539, 0.00, 55.00, 4.00, -0.69, 11.0, 11.0, 69
2638.54,20150603 21:25:48:0228, c2, 0.72283918, -1.42877229, 854.7, 0.75, 55.00, 2196539, 0.00, 55.00, 4.00, -0.82, 11.0, 11.0, 81
2639.54,20150603 21:25:49:0236, c2, 0.72283918, -1.42877229, 848.1, 0.64, 55.00, 2196540, 0.00, 55.00, 4.00, -3.22, 11.0, 11.0, 74
2640.55,20150603 21:25:50:0244, c2, 0.72283918, -1.42877229, 847.5, 0.32, 55.00, 2196540, 0.00, 55.00, 4.00, -1.93, 11.0, 11.0, 69
2641.53,20150603 21:25:51:0236, c2, 0.72283918, -1.42877229, 842.2, 0.31, 55.00, 2196540, 0.00, 55.00, 4.00, -3.35, 11.0, 11.0, 80
2642.55,20150603 21:25:52:0243, c2, 0.72283890, -1.42877229, 838.8, 0.54, 55.00, 2196540, 0.00, 55.00, 4.00, -3.68, 11.0, 11.0, 69
